Pi weather station data from codename summer, initialised Sun Sep 25 20:29:47 2022
Format YYYY-MM-DDTHH:MM:SS, Temperature [degC], Wind speed [km/h], Rainfall [mm]
Temperature is instantaneous, wind speed is averaged since previous measurement,
rainfall is accumulated since previous measurement.

time,temperature_degC,wind_speed_km/h,rainfall_mm
2022-09-25T20:29:48, 22.5625, 0.0, 0.0
2022-09-25T20:30:49, 22.4375, 0.0, 0.0
2022-09-25T20:31:50, 22.375, 0.0, 1.12
2022-09-25T20:32:51, 22.3125, 0.0, 0.0
2022-09-25T20:33:52, 22.3125, 0.04, 1.12
2022-09-25T20:34:52, 22.25, 0.0, 0.28
2022-09-25T20:35:53, 22.25, 0.0, 2.79
2022-09-25T20:36:54, 22.375, 1.07, 0.28
2022-09-25T20:37:55, 22.625, 0.34, 1.4
2022-09-25T20:38:56, 22.75, 0.02, 1.12
2022-09-25T20:39:57, 22.625, 0.28, 0.28
2022-09-25T20:40:58, 22.6875, 0.65, 0.0
2022-09-25T20:41:58, 22.6875, 0.0, 0.28
2022-09-25T20:42:59, 22.6875, 0.04, 0.0
2022-09-25T20:44:00, 22.75, 0.18, 0.0
2022-09-25T20:45:01, 22.75, 0.69, 0.0
2022-09-25T20:46:02, 22.6875, 0.14, 0.0
2022-09-25T20:47:03, 23.0, 0.1, 0.0
2022-09-25T20:48:04, 26.9375, 0.02, 0.0
2022-09-25T20:49:05, 25.6875, 0.0, 0.0
2022-09-25T20:50:05, 24.6875, 0.0, 0.0
2022-09-25T20:51:06, 23.9375, 0.0, 0.0
2022-09-25T20:52:07, 23.5, 0.0, 0.0
2022-09-25T20:53:08, 23.125, 0.0, 0.0
2022-09-25T20:54:09, 22.875, 0.12, 0.28
2022-09-25T20:55:10, 22.6875, 0.0, 0.0
2022-09-25T20:56:11, 22.5625, 0.0, 0.0
2022-09-25T20:57:11, 22.5, 0.0, 0.0
2022-09-25T20:58:12, 22.5, 0.0, 0.0
2022-09-25T20:59:13, 22.5, 0.0, 0.0
2022-09-25T21:00:14, 22.5, 0.0, 0.0
2022-09-25T21:01:15, 22.5625, 2.23, 0.0
2022-09-25T21:02:16, 22.5625, 0.63, 0.0
2022-09-25T21:03:17, 22.5625, 0.0, 0.0
2022-09-25T21:04:17, 22.5, 0.0, 0.0
2022-09-25T21:05:18, 22.5, 0.0, 0.0
2022-09-25T21:06:19, 22.4375, 0.0, 0.0
2022-09-25T21:07:20, 22.4375, 0.0, 0.0
2022-09-25T21:08:21, 22.4375, 0.0, 0.0
2022-09-25T21:09:22, 22.375, 0.0, 0.0
2022-09-25T21:10:23, 22.375, 0.0, 0.0
2022-09-25T21:11:23, 22.375, 0.0, 0.0
2022-09-25T21:12:24, 22.3125, 0.0, 0.0
2022-09-25T21:13:25, 22.3125, 0.0, 0.0
2022-09-25T21:14:26, 22.3125, 0.0, 0.0
2022-09-25T21:15:27, 22.3125, 0.0, 0.0
2022-09-25T21:16:28, 22.3125, 0.0, 0.0
2022-09-25T21:17:29, 22.3125, 0.02, 0.0
2022-09-25T21:18:29, 22.3125, 0.02, 0.28
2022-09-25T21:19:30, 22.3125, 0.0, 0.0
2022-09-25T21:20:31, 22.1875, 0.1, 0.84
2022-09-25T21:21:32, 17.75, 1.78, 0.28
2022-09-25T21:22:33, 14.625, 1.8, 0.28
2022-09-25T21:23:34, 13.5625, 1.14, 0.56
2022-09-25T21:24:35, 12.875, 1.78, 1.12
2022-09-25T21:25:36, 12.6875, 0.85, 0.28
2022-09-25T21:26:36, 12.5625, 0.06, 0.0
2022-09-25T21:27:37, 12.5625, 0.45, 0.0
2022-09-25T21:28:38, 13.0, 2.47, 0.0
2022-09-25T21:29:39, 13.875, 3.53, 0.0
2022-09-25T21:30:40, 14.5625, 2.96, 0.0
2022-09-25T21:31:41, 14.375, 2.94, 0.0
2022-09-25T21:32:42, 16.3125, 3.22, 1.12
2022-09-25T21:33:42, 22.75, 2.51, 0.0
2022-09-25T21:34:43, 16.75, 3.81, 0.0
2022-09-25T21:35:44, 16.0625, 2.76, 1.12
2022-09-25T21:36:45, 15.5625, 3.51, 1.12
2022-09-25T21:37:46, 14.9375, 4.72, 0.0
2022-09-25T21:38:47, 14.3125, 5.74, 0.0
2022-09-25T21:39:48, 14.0625, 7.68, 0.0
2022-09-25T21:40:48, 13.9375, 6.47, 0.0
2022-09-25T21:41:49, 14.375, 3.65, 2.79
2022-09-25T21:42:50, 13.8125, 3.63, 0.28
2022-09-25T21:43:51, 13.5, 5.81, 0.0
2022-09-25T21:44:52, 13.0625, 6.12, 0.0
2022-09-25T21:45:53, 13.3125, 4.5, 0.0
2022-09-25T21:46:54, 13.5, 4.6, 0.0
2022-09-25T21:47:54, 13.75, 5.51, 0.0
2022-09-25T21:48:55, 14.0625, 3.99, 0.0
2022-09-25T21:49:56, 13.875, 3.65, 0.0
2022-09-25T21:50:57, 14.1875, 4.5, 0.0
2022-09-25T21:51:58, 14.125, 4.83, 0.0
2022-09-25T21:52:59, 14.25, 3.69, 0.0
2022-09-25T21:54:00, 14.3125, 3.87, 0.0
2022-09-25T21:55:01, 14.125, 5.96, 0.0
2022-09-25T21:56:01, 14.3125, 3.85, 0.0
2022-09-25T21:57:02, 14.125, 4.68, 0.0
2022-09-25T21:58:03, 14.1875, 5.11, 0.0
2022-09-25T21:59:04, 14.3125, 3.65, 0.0
2022-09-25T22:00:05, 14.0, 5.05, 0.0
2022-09-25T22:01:06, 14.1875, 4.32, 0.0
2022-09-25T22:02:07, 14.375, 3.14, 0.0
2022-09-25T22:03:07, 14.0625, 5.15, 0.0
2022-09-25T22:04:08, 14.125, 4.08, 0.0
2022-09-25T22:05:09, 13.6875, 7.68, 0.0
2022-09-25T22:06:10, 13.6875, 7.22, 0.0
2022-09-25T22:07:11, 13.8125, 4.4, 0.0
2022-09-25T22:08:12, 13.9375, 4.76, 0.0
2022-09-25T22:09:13, 13.6875, 4.58, 0.0
2022-09-25T22:10:13, 13.6875, 4.6, 0.0
2022-09-25T22:11:14, 13.625, 5.13, 0.0
2022-09-25T22:12:15, 13.8125, 3.95, 0.0
2022-09-25T22:13:16, 13.875, 4.26, 0.0
2022-09-25T22:14:17, 13.25, 6.67, 0.0
2022-09-25T22:15:18, 13.0625, 5.92, 0.0
2022-09-25T22:16:19, 13.0, 6.28, 0.0
2022-09-25T22:17:19, 13.1875, 4.01, 0.0
2022-09-25T22:18:20, 14.0, 3.28, 0.0
2022-09-25T22:19:21, 14.0, 6.02, 0.0
2022-09-25T22:20:22, 13.8125, 6.12, 0.0
2022-09-25T22:21:23, 13.6875, 5.15, 0.0
2022-09-25T22:22:24, 13.3125, 8.01, 0.0
2022-09-25T22:23:25, 13.4375, 6.45, 0.0
2022-09-25T22:24:26, 13.625, 4.72, 0.0
2022-09-25T22:25:26, 13.625, 5.37, 0.0
2022-09-25T22:26:27, 13.5, 5.13, 0.0
2022-09-25T22:27:28, 13.375, 5.43, 0.0
2022-09-25T22:28:29, 13.75, 5.64, 0.0
2022-09-25T22:29:30, 13.625, 6.22, 0.0
2022-09-25T22:30:31, 13.8125, 4.38, 0.0
2022-09-25T22:31:32, 14.0, 3.47, 0.0
2022-09-25T22:32:32, 13.8125, 3.63, 0.0
